30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,13,49,49,49,49,49,49,49,49,49,15,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,13,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,15,30,13,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,15,30
30,30,30,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,-1,-1,-1,-1,-1,-1,-1,-1,425,426,-1,-1,-1,-1,-1,-1,-1,266,29,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,30
30,30,30,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,-1,-1,-1,-1,-1,-1,-1,-1,444,445,-1,-1,-1,365,-1,-1,-1,266,29,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,30
30,30,30,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,13,49,49,50,-1,-1,-1,-1,10,11,11,11,11,11,11,11,11,12,-1,-1,-1,266,29,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304,305,-1,29,30
30,30,30,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,30,30,30,30,30,30,30,13,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,50,-1,-1,-1,-1,402,-1,-1,29,13,49,49,49,49,49,49,49,50,-1,-1,-1,266,29,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,12,-1,-1,323,324,-1,29,30
30,30,30,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,30,30,30,30,30,30,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,11,11,73,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,266,29,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,-1,-1,29,31,-1,-1,-1,-1,-1,29,30
30,30,30,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,30,30,30,30,30,30,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,361,-1,-1,-1,-1,-1,-1,29,30,30,30,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,266,29,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,31,-1,-1,-1,-1,-1,29,30
30,30,30,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,49,49,49,49,15,30,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211,212,68,69,69,69,69,69,69,124,49,49,49,49,50,-1,-1,-1,10,11,11,11,11,11,11,11,11,53,30,31,-1,-1,-1,-1,-1,-1,-1,67,67,-1,-1,-1,-1,-1,-1,29,31,-1,-1,304,305,-1,29,30
30,13,49,49,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,30,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211,212,-1,-1,-1,247,-1,-1,-1,-1,-1,247,-1,-1,-1,-1,-1,-1,48,49,49,49,49,49,49,49,49,49,49,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,31,-1,-1,323,324,-1,29,30
